,smiles,dipole
65708,CC12CC1C1C(=O)CC12,3.1064
65709,CC12CC1C1C(=O)NC12,3.9512
65710,CC12CC1C1C(=N)OC12,3.0198
65711,CC12CC1C1C(=O)OC12,4.4218
65712,CC12CC1C1C(=O)CN12,2.4754
65713,CC12CC1N1C(=O)CC12,3.8939
65714,CC12CN1C1C(=O)CC12,3.4171
65715,CC12CN1C1C(=O)NC12,4.252
65716,CC12CN1C1C(=N)OC12,2.9087
65717,CC12CN1C1C(=O)OC12,3.7565
65718,CC12NC1C1C(=O)CC12,4.3447
65719,CC12NC1C1C(=O)NC12,5.1021
65720,CC12NC1C1C(=N)OC12,4.3189
65721,CC12NC1C1C(=O)OC12,5.8037
65722,CC12OC1C1C(=O)CC12,4.0664
65723,CC12OC1C1C(=O)NC12,4.7477
65724,CC12OC1C1C(=N)OC12,3.9181
65725,CC12OC1C1C(=O)OC12,5.4015
65726,O=C1CC2C1C1CC21O,2.634
65727,O=C1NC2C1C1CC12O,3.5487
65728,N=C1OC2C1C1CC12O,2.3655
65729,O=C1OC2C1C1CC12O,3.3925
65730,O=C1CC2N1C1CC21O,3.3512
65731,CC12CC1C1C3CC1C32,0.214
65732,CC12CC1C1C3CN1C32,1.4566
65733,CCc1ncc(O)n1C,2.8719
65734,Cc1ccc(CO)n1C,1.2372
65735,Cc1cnc(CO)n1C,2.9494
65736,Cc1ncc(CO)n1C,2.2477
65737,Cn1c(CO)cnc1O,3.8024
65738,Cn1c(N)ccc1CO,2.0531
65739,Cn1c(N)cnc1CO,3.2909
65740,Cn1c(O)ccc1CO,1.7667
65741,Cn1c(O)cnc1CO,2.6031
65742,CC(C)C1COC1,1.9323
65743,CC(O)C1CCC1,1.3258
65744,CC(O)C1CCO1,1.5499
65745,N=COC=O,4.2338
65746,O=CNC=O,5.2904
65747,OCCc1ocnc1O,1.5185
65748,N#CC(C#N)C1CCC1,4.6591
65749,N#CC(C#N)N1CCC1,4.1837
65750,C#CC(C1CC1)C1CC1,0.6561
65751,C#CC(C1CC1)C1CO1,1.0728
65752,C#CC(C1CC1)N1CC1,1.1674
65753,C#CC(C1CN1)C1CO1,2.7661
65754,C#CC(C1CN1)N1CC1,1.6628
65755,C#CC(C1CO1)C1CO1,2.0804
65756,C#CC(C1CO1)N1CC1,1.686
65757,N#CC(C1CC1)C1CC1,4.0736
65758,N#CC(C1CC1)C1CN1,3.2353
65759,N#CC(C1CC1)C1CO1,2.3904
65760,N#CC(C1CC1)N1CC1,4.3234
65761,N#CC(C1CN1)C1CN1,2.8793
65762,N#CC(C1CN1)C1CO1,2.0021
65763,N#CC(C1CN1)N1CC1,3.2983
65764,N#CC(C1CO1)C1CO1,2.6864
65765,N#CC(C1CO1)N1CC1,3.8523
65766,C#CC(C#C)CC1CC1,0.7007
65767,C#CC(C#N)CC1CC1,3.7381
65768,C#CC(C#N)CC1CN1,4.4179
65769,C#CC(C#C)CC1CO1,1.7274
65770,C#CC(C#N)CC1CO1,5.3092
65771,C#CC(C#C)CN1CC1,1.1793
65772,C#CC(C#N)CN1CC1,4.9342
65773,C#CC(C#N)NC1CC1,4.395
65774,C#CC(C#C)OC1CC1,1.1427
65775,C#CC(C#N)OC1CC1,3.089
65776,N#CC(C#N)CC1CC1,4.5772
65777,N#CC(C#N)NC1CC1,4.2801
65778,N#CC(C#N)OC1CC1,4.5735
65779,C#CC1(C#N)C2CC1N2,3.5834
65780,C#CC1(C#N)C2CC1O2,5.0298
65781,C#CC1(C#N)C2CN1C2,4.2789
65782,N#CC1(C#N)C2CC1C2,5.1056
65783,N#CC1(C#N)C2CC1N2,3.4788
65784,N#CC1(C#N)C2CC1O2,4.3629
65785,N#CC1(C#N)C2CN1C2,5.222
65786,C#CC1(C#C)C2CCC21,1.1882
65787,C#CC1(C#C)C2CCN21,1.8408
65788,C#CC1(C#C)C2COC21,1.6175
65789,C#CC1(C#N)C2CCC21,4.4537
65790,C#CC1(C#N)C2CCN21,5.2682
65791,CC12CC1C1C3OC1C32,2.1443
65792,CC12CC1N1C3CC1C32,1.5507
65793,CC12CN1C1C3CC1C32,1.3706
65794,CC12CN1C1C3OC1C32,1.8514
65795,CC12NC1C1C3CN1C32,1.0703
65796,CC12NC1C1C3OC1C32,3.1334
65797,N#CC1(C2CO2)CCC1,2.5008
65798,CC12OC1C1C3CC1C32,1.8494
65799,CC12OC1C1C3CN1C32,0.4842
65800,CC12OC1C1C3OC1C32,2.1927
65801,OC12CC1C1C3CC1C32,1.3948
65802,OC12CC1C1C3CN1C32,1.2672
65803,OC12CC1C1C3OC1C32,2.1594
65804,OC12CC1N1C3CC1C32,1.333
65805,CC12CC1C1C=CCC12,0.3089
65806,CC12CC1C1N=COC12,1.9937
65807,CC12NC1C1N=COC12,3.2471
65808,CC12OC1C1C=CCC12,1.7045
65809,CC12OC1C1N=COC12,2.9132
65810,OC12CC1C1C=CCC12,1.1816
65811,OC12CC1C1N=COC12,1.7227
65812,CC12CC1C1CC(=O)C12,2.9213
65813,CC12CC1C1CC(=O)N12,3.5521
65814,CC12CC1C1NC(=O)C12,3.7318
65815,CC12CC1C1OC(=N)C12,2.8832
65816,CC12CC1C1OC(=O)C12,4.3908
65817,CC12CC1N1CC(=O)C12,2.3004
65818,CC12CN1C1CC(=O)C12,1.2974
65819,CC12NC1C1CC(=O)C12,4.1466
65820,CC12NC1C1NC(=O)C12,4.8712
65821,CC12NC1C1OC(=N)C12,4.1956
65822,CC12NC1C1OC(=O)C12,5.781
65823,CC12OC1C1CC(=O)C12,3.7923
65824,CC12OC1C1NC(=O)C12,4.4192
65825,CC12OC1C1OC(=N)C12,3.7353
65826,CC12OC1C1OC(=O)C12,5.3534
65827,O=C1CC2C3CC3(O)C12,1.8966
65828,O=C1NC2C3CC3(O)C12,2.7461
65829,N=C1OC2C3CC3(O)C12,1.8366
65830,O=C1OC2C3CC3(O)C12,3.251
65831,O=C1CN2C3CC3(O)C12,1.9672
65832,CC12CC3CC(C3)C1C2,0.1487
65833,CC12CC1C1CC(C1)O2,1.2558
65834,CC12CC3CC(O3)C1C2,1.5502
65835,CC12CC1N1CC(C1)O2,0.3401
65836,C#CC12C3CCC1C2O3,1.2591
65837,C#CC12C3CCN1CC32,1.7191
65838,C#CC12C3CN1C2CO3,0.5093
65839,C#CC12C3COC1C2N3,0.4288
65840,C#CC12C3COC1C2O3,1.3241
65841,N#CC12C3CCC1C2C3,4.5134
65842,N#CC12C3CCN1C2C3,4.9668
65843,CC12CC3CC(C3)C1O2,1.7429
65844,CC12CC3CC(O3)C1N2,1.5912
65845,CC12CC3CC(O3)C1O2,0.5738
65846,OC12CC3CC(C3)C1C2,1.2204
65847,OC12CC3CC(O3)C1C2,2.7557
65848,CC12CC1C1CC1(C)C2,0.0932
65849,CC12CC1C1CC1(C)O2,1.0568
65850,CC12CC1C1CC1(O)C2,1.3408
65851,CC12CC1C1OC1(C)C2,1.7383
65852,CC12CC1N1CC1(C)C2,1.4439
65853,CC12CC3(C)NC3C1N2,3.1188
65854,CC12CC3(C)OC3C1N2,2.688
65855,CC12CC3(C)OC3C1O2,3.3484
65856,CC12CC3(O)CC3C1N2,1.8915
65857,CC12CC3(O)CC3C1O2,1.0632
65858,CC12CN1C1CC1(O)C2,1.801
65859,OC12CC1C1CC1(O)C2,1.2265
65860,CC12CC1C1CC1C2=O,3.0657
65861,CC12CC1C1CN1C2=O,3.9389
65862,CC12CC1C1NC1C2=O,3.3323
65863,CC12CC1C1OC1C2=O,3.0353
65864,CC12CC1N1CC1C2=O,2.2557
65865,CC12CN1C1CC1C2=O,2.1547
65866,CC12NC1C1CC1C2=O,3.3727
65867,CC12NC1C1CN1C2=O,4.4053
65868,CC12NC1C1NC1C2=O,3.8394
65869,CC12NC1C1OC1C2=O,3.9885
65870,CC12OC1C1CC1C2=O,2.9802
65871,CC12OC1C1CN1C2=N,2.4619
65872,CC12OC1C1CN1C2=O,3.596
65873,CC12OC1C1NC1C2=O,3.8346
65874,CC12OC1C1OC1C2=O,3.5629
65875,O=C1C2CC2C2CC12O,2.9772
65876,O=C1N2CC2C2CC12O,3.3445
65877,O=C1C2NC2C2CC12O,3.3762
65878,O=C1C2OC2C2CC12O,2.1818
65879,O=C1C2CN2C2CC12O,2.1475
65880,CC12C=CC3CC3C1C2,0.3849
65881,CC12C=CC3NC3C1C2,1.4596
65882,CC12C=CC3OC3C1C2,1.9339
65883,CC12C=CC3CN3C1C2,1.0695
65884,CC12C=CC3CC3C1N2,1.5247
65885,CC12C=CC3NC3C1N2,2.6327
65886,CC12C=CC3OC3C1N2,3.2693
65887,CC12C=CC3CC3C1O2,1.7945
65888,CC12C=CC3NC3C1O2,3.0572
65889,CC12C=CC3OC3C1O2,3.2768
65890,OC12C=CC3CC3C1C2,1.1153
65891,OC12C=CC3NC3C1C2,0.642
65892,OC12C=CC3OC3C1C2,1.167
65893,OC12C=CC3CN3C1C2,2.3375
65894,CC12CCC3CC3C1C2,0.2742
65895,CC12CC1C1CC1CO2,1.0379
65896,CC12COC3CC3C1C2,1.3931
65897,CC12CC1C1NC1CO2,1.693
65898,CC12CCC3OC3C1C2,1.9169
65899,CC12CC1C1OC1CO2,1.1072
65900,CC12CCC3CN3C1C2,1.2746
65901,CC12CC1N1CC1CO2,1.2092
65902,CC12CCC3CC3C1O2,1.7626
65903,CC12CCC3NC3C1N2,2.8927
65904,CC12CCC3NC3C1O2,3.0427
65905,CC12CCC3OC3C1N2,2.7551
65906,CC12CCC3OC3C1O2,3.279
65907,CC12CCN3CC3C1N2,1.0181
65908,CC12CCN3CC3C1O2,1.3279
65909,CC12COC3CC3N1C2,1.2039
65910,CC12COC3CC3C1N2,1.9014
65911,CC12COC3CC3C1O2,2.5182
65912,OC12CCC3CC3C1C2,1.2332
65913,OC12COC3CC3C1C2,0.4838
65914,OC12CCN3CC3C1C2,2.2612
65915,OC12CCC3OC3C1C2,1.7939
65916,OC12CCC3CN3C1C2,2.567
65917,CC12CC(C1)C1CC12O,1.204
65918,CC12CC(O1)C1CC12O,1.0183
65919,CC12CC(C1)C1CC12C,0.2228
65920,CC12CC(O1)C1CC12C,1.5085
65921,CC12CC1C1CC2(O)C1,1.2385
65922,CC12CC1N1CC2(O)C1,1.0091
65923,CC12CC(C1)N1CC12C,1.5387
65924,CC12CN1C1CC2(O)C1,1.9351
65925,CC12CC(C1)C1NC12C,1.554
65926,CC12CC(C1)C1OC12C,1.8407
65927,CC12CC(O1)C1OC12C,0.5608
65928,CC12OC1C1CC2(O)C1,2.4798
65929,OC12CC(C1)C1CC12O,1.9877
65930,OC12CN(C1)C1CC12O,2.1228
65931,C#CC12CC1C1CC12C,0.7976
65932,CC12CC1C1CC12C#N,4.2966
65933,C#CC12NC1C1CC12C,1.3307
65934,CC12CC1C1NC12C#N,3.4019
65935,C#CC12OC1C1CC12C,2.0037
65936,CC12CC1C1OC12C#N,4.2747
65937,C#CC12CN1C1CC12C,1.6876
65938,CC12CC1N1CC12C#N,4.5529
65939,C#CC12CC1N1CC12C,1.1685
65940,CC12CN1C1CC12C#N,3.692
65941,C#CC12CC1C1NC12C,1.7605
65942,CC12NC1C1CC12C#N,4.327
65943,C#CC12NC1C1NC12C,2.7153
65944,CC12NC1C1NC12C#N,3.8709
65945,C#CC12OC1C1NC12C,3.4987
65946,CC12NC1C1OC12C#N,4.9797
65947,C#CC12CC1C1OC12C,1.4021
65948,CC12OC1C1CC12C#N,3.2941
65949,C#CC12NC1C1OC12C,2.9261
65950,CC12OC1C1NC12C#N,3.0884
65951,C#CC12OC1C1OC12C,3.2586
65952,CC12OC1C1OC12C#N,4.0148
65953,N#CC12NC1C1CC12N,2.4372
65954,N#CC12OC1C1CC12N,3.2437
65955,N#CC12CN1C1CC12N,3.8326
65956,C#CC12CC1C1CC12O,1.3319
65957,N#CC12CC1C1CC12O,3.9633
65958,C#CC12NC1C1CC12O,0.5705
65959,N#CC12NC1C1CC12O,3.2854
65960,C#CC12OC1C1CC12O,1.0109
65961,N#CC12OC1C1CC12O,3.8847
65962,C#CC12CN1C1CC12O,0.4679
65963,N#CC12CN1C1CC12O,3.7059
65964,CC12CC1C1CC12C=O,3.3274
65965,CC12CC1C1NC12C=O,2.9601
65966,CC12CC1C1OC12C=O,4.1168
65967,CC12CC1N1CC12C=O,3.9559
65968,CC12CN1C1CC12C=O,2.7092
65969,CC12NC1C1CC12C=O,3.9291
65970,CC12NC1C1NC12C=O,4.136
65971,CC12NC1C1OC12C=O,5.2325
65972,CC12OC1C1CC12C=O,2.6624
65973,CC12OC1C1NC12C=O,3.3406
65974,CC12OC1C1OC12C=O,4.3967
65975,O=CC12CC1C1CC12O,2.8225
65976,O=CC12NC1C1CC12O,3.0114
65977,O=CC12OC1C1CC12O,3.5398
65978,O=CC12CN1C1CC12O,2.8691
65979,CC12CC1C1CC2C1=O,2.6411
65980,CC12CC1C1NC2C1=O,1.6786
65981,CC12CC1C1OC2C1=O,2.5181
65982,CC12CN1C1CC2C1=O,3.2623
65983,CC12NC1C1CC2C1=O,2.2877
65984,CC12NC1C1NC2C1=O,1.7979
65985,CC12NC1C1OC2C1=O,3.0926
65986,CC12OC1C1CC2C1=O,1.0338
65987,CC12OC1C1NC2C1=O,0.5584
65988,CC12OC1C1OC2C1=O,1.8351
65989,O=C1C2CC1C1(O)CC21,3.6449
65990,O=C1C2NC1C1(O)CC21,2.69
65991,O=C1C2OC1C1(O)CC21,3.034
65992,CC12CC1C1C=CC2C1,0.188
65993,CC12CC1C1C=CC2O1,1.5174
65994,CC12NC1C1C=CC2O1,1.7355
65995,CC12OC1C1C=CC2C1,1.6693
65996,CC12OC1C1C=CC2N1,1.5186
65997,CC12OC1C1C=CC2O1,0.4549
65998,OC12CC1C1C=CC2C1,1.1611
65999,OC12CC1C1C=CC2O1,2.6538
66000,CC12CC1C1CC=CC12,0.2612
66001,CC12CC1C1OC=NC12,1.8051
66002,CC12NC1C1OC=NC12,3.0766
66003,CC12OC1C1CC=CC12,1.6585
66004,CC12OC1C1OC=NC12,2.6767
66005,OC12CC1C1CC=CC12,1.124
66006,OC12CC1C1OC=NC12,1.0857
66007,OC12CC1N1CC=CC12,0.5108
66008,CC12C=C3CCC3C1C2,0.3579
66009,CC12CC1C1COC1=N2,3.3735
66010,CC12C=C3COC3C1C2,1.5751
66011,CC12C=C3CCC3C1N2,1.1672
66012,CC12C=C3COC3C1N2,2.5531
66013,CC12C=C3CCC3C1O2,1.4542
66014,CC12C=C3COC3C1O2,2.576
66015,OC12C=C3CCC3C1C2,1.6038
66016,OC12C=C3COC3C1C2,1.8111
66017,CC12CC3CCC3C1C2,0.2496
66018,CC12CC1C1CCC1O2,1.2475
66019,CC12CC3OCC3C1C2,1.7191
66020,CC12CC3COC3C1C2,1.9019
66021,CC12CC1C1OCC1O2,1.3076
66022,CC12CC3CCC3C1O2,1.7478
66023,CC12CC3COC3C1N2,2.7859
66024,CC12CC3COC3C1O2,3.1236
66025,CC12CC3OCC3C1N2,2.1747
66026,CC12CC3OCC3C1O2,2.8683
66027,CC12CC3OCC3N1C2,0.8223
66028,OC12CC3CCC3C1C2,1.1584
66029,OC12CC3OCC3C1C2,0.5806
66030,OC12CC3COC3C1C2,1.9099
66031,CC12CCC1C1CC12C,0.3173
66032,CC12CC1C1CCC12O,1.065
66033,CC12CC1C1COC12C,1.71
66034,CC12CC1C1OCC12C,2.0605
66035,CC12CC1C1OCC12O,0.9739
66036,CC12CCC1C1CC12O,1.4389
66037,CC12CCN1C1CC12O,2.4227
66038,CC12CCC1N1CC12C,1.6726
66039,CC12CN1C1CCC12O,2.2118
66040,CC12OCC1N1CC12C,0.8
66041,CC12COC1C1CC12O,1.8042
66042,CC12CCC1C1NC12C,1.7024
66043,CC12NC1C1CCC12O,0.9717
66044,CC12NC1C1COC12C,2.9715
66045,CC12COC1C1NC12C,3.2885
66046,CC12NC1C1OCC12O,2.1538
66047,CC12CCC1C1OC12C,1.7642
66048,CC12OC1C1CCC12O,1.8321
66049,CC12OCC1C1OC12C,2.8126
66050,CC12COC1C1OC12C,3.1624
66051,CC12OC1C1OCC12O,2.4112
66052,CC12OCC1C1CC12O,0.7516
66053,OC12CCC1C1CC12O,2.393
66054,OC12CC1C1OCC12O,2.0637
66055,CC12CC1C1CC2CO1,1.6622
66056,CC12CC1C1CCC2C1,0.167
66057,CC12CC1C1CCC2O1,1.3558
66058,CC12CC1C1COC2C1,1.5758
66059,CC12CC1C1COC2O1,1.7192
66060,CC12CC1C1OCC2O1,1.8576
66061,CC12CN1C1COC2C1,0.6346
66062,CC12NC1C1CC2CO1,2.9782
66063,CC12NC1C1CCC2O1,1.7636
66064,CC12NC1C1COC2C1,2.8621
66065,CC12NC1C1COC2O1,2.7191
66066,CC12NC1C1OCC2O1,2.8823
66067,CC12OC1C1CC2CO1,2.9327
66068,CC12OC1C1CCC2C1,1.7054
66069,CC12OC1C1CCC2O1,0.5324
66070,CC12OC1C1COC2C1,2.7766
66071,CC12OC1C1COC2O1,1.8627
66072,CC12OC1C1OCC2O1,2.1542
66073,OC12CC1C1CC2CO1,1.5113
66074,OC12CC1C1CCC2C1,1.1981
66075,OC12CC1C1CCC2O1,2.4938
66076,OC12CC1C1COC2C1,0.4422
66077,OC12CC1C1COC2O1,1.9319
66078,OC12CC1C1OCC2O1,2.4375
66079,CC12CC1C1CCC=C12,0.4881
66080,CC12CC1C1OCC=C12,1.7626
66081,CC12CN1C1CCC=C12,1.5426
66082,CC12NC1C1CCC=C12,1.6234
66083,CC12NC1C1OCC=C12,2.5814
66084,CC12OC1C1CCC=C12,1.4973
66085,CC12OC1C1OCC=C12,2.3724
66086,OC12CC1C1CCC=C12,1.3287
66087,OC12CC1C1OCC=C12,2.0921
66088,OC12CC1N1CCN=C12,2.5456
66089,CC12CC1C1CCCC12,0.2728
66090,CC12CC1C1CCOC12,1.4445
66091,CC12CC1C1COCC12,1.661
66092,CC12CC1C1OCCC12,1.7144
66093,CC12CC1C1OCOC12,1.4362
66094,CC12CN1C1CCOC12,0.6774
66095,CC12CN1C1COCC12,1.5963
66096,CC12NC1C1CCOC12,2.3677
66097,CC12NC1C1COCC12,3.2777
66098,CC12NC1C1OCCC12,2.6314
66099,CC12NC1C1OCOC12,2.9235
66100,CC12OC1C1CCCC12,1.7152
66101,CC12OC1C1CCOC12,2.0487
66102,CC12OC1C1COCC12,2.7389
66103,CC12OC1C1OCCC12,2.3912
66104,CC12OC1C1OCOC12,2.4055
66105,OC12CC1C1CCCC12,1.1535
66106,OC12CC1C1CCOC12,1.341
66107,OC12CC1C1COCC12,0.5093
66108,OC12CC1C1OCCC12,2.1156
66109,OC12CC1C1OCOC12,0.5214
66110,C#CC1=CC2NC2(C)C1,1.0336
66111,CC12CC(C#N)=CC1N2,3.2601
66112,C#CC1=CC2OC2(C)C1,1.7484
66113,CC12CC(C#N)=CC1O2,4.2369
66114,C#CC1=CC2CC2(C)C1,0.9819
66115,CC12CC(C#N)=CC1C2,4.855
66116,CC12CC1N=C(C#N)N2,5.4423
66117,C#CC1=NC2CC2(C)O1,1.6561
66118,CC12CC1N=C(C#N)O2,5.2409
66119,C#CC1=CC2CC2(O)C1,1.479
66120,N#CC1=CC2CC2(O)C1,4.6849
66121,CC12CC(C=O)=CC1N2,2.2778
66122,CC12CC(C=O)=CC1O2,3.1289
66123,CC12CC(C=O)=CC1C2,3.6453
66124,CC12CC1N=C(C=O)N2,3.0983
66125,CC12CC1N=C(C=O)O2,4.4131
66126,CC12CC(C=O)=CN1C2,2.8937
66127,O=CC1=CC2CC2(O)C1,3.3086
66128,CC12CC1C=C1CCC12,0.4948
66129,CC12CC1C=C1COC12,1.3325
66130,CC12CC1N=C1OCC12,3.6611
66131,CC12NC1C=C1CCC12,1.2069
66132,CC12NC1C=C1COC12,2.2795
66133,CC12OC1C=C1CCC12,1.5441
66134,CC12OC1C=C1COC12,2.2937
66135,OC12CC1C=C1CCC12,1.171
66136,OC12CC1C=C1COC12,0.9826
66137,OC12CC1N=C1NCC12,1.8636
66138,OC12CC1N=C1OCC12,4.0602
66139,CC12CC(=O)C=CC1N2,2.6432
66140,CC12CC(=O)C=CC1O2,3.743
66141,CC12CC1C=CC(=N)O2,4.0133
66142,CC12CC(=O)C=CC1C2,3.7702
66143,CC12CC1C=CC(=O)N2,4.3708
66144,CC12CC1C=CC(=O)O2,4.8417
66145,CC12CC(=O)C=CN1C2,3.6261
66146,O=C1C=CC2CC2(O)C1,2.9898
66147,CC12CC1C=CC1CC12,0.4235
66148,CC12CC1C=CC1NC12,1.4799
66149,CC12CC1C=CC1OC12,1.8785
66150,CC12NC1C=CC1CC12,1.5497
66151,CC12NC1C=CC1NC12,2.6573
66152,CC12NC1C=CC1OC12,3.2036
66153,CC12OC1C=CC1CC12,1.8463
66154,CC12OC1C=CC1NC12,3.1128
66155,CC12OC1C=CC1OC12,3.2157
66156,OC12CC1C=CC1CC12,1.2557
66157,OC12CC1C=CC1NC12,2.1896
66158,OC12CC1C=CC1OC12,0.6203
66159,CC1(C)C=CC2CC21O,1.2325
66160,CC1(O)C=CC2CC21O,1.2929
66161,CC1(C)C=CC2CC21C,0.23
66162,CC1(O)C=CC2CC21C,1.0985
66163,CC1(C)C=CC2NC21C,1.5455
66164,CC1(O)C=CC2NC21C,0.4025
66165,CC1(C)C=CC2OC21C,1.7798
66166,CC1(O)C=CC2OC21C,1.726
66167,CC12CC1C=CC21CC1,0.3004
66168,CC12CC1C=CC21CN1,1.7758
66169,CC12CC1C=CC21CO1,1.7688
66170,CC12NC1C=CC21CC1,1.5959
66171,CC12NC1C=CC21CN1,2.3018
66172,CC12NC1C=CC21CO1,1.3655
66173,CC12OC1C=CC21CC1,1.8956
66174,CC12OC1C=CC21CN1,1.2237
66175,CC12OC1C=CC21CO1,0.5615
66176,OC12CC1C=CC21CC1,1.1679
66177,OC12CC1C=CC21CN1,1.2468
66178,OC12CC1C=CC21CO1,1.6604
66179,C#CC1C=CC2CC12C,0.7578
66180,CC12CC1C=CC2C#N,4.1714
66181,C#CC1N=CN2CC12C,1.9976
66182,CC12NC1C=CC2C#N,5.2513
66183,C#CC1C=CC2OC12C,1.9936
66184,CC12OC1C=CC2C#N,5.071
66185,C#CC1C=CC2CC12O,0.8133
66186,N#CC1C=CC2CC12O,3.0525
66187,CC12CC1C=CC2C=O,2.9424
66188,CC12CC1C=CN2C=O,3.7889
66189,CC12CC1N=CN2C=O,3.7809
66190,CC12CN1C=NC2C=O,1.0096
66191,CC12NC1C=CC2C=O,3.6968
66192,CC12OC1C=CC2C=O,3.1034
66193,O=CC1C=CC2CC12O,1.8188
66194,CC12CC=CC=CC1C2,0.2987
66195,CC12CC=CC=CC1N2,1.4296
66196,CC12CC=CC=CC1O2,1.8118
66197,OC12CC=CC=CC1C2,1.3685
66198,CC12CC1C=CCC2=O,2.8585
66199,CC12CC1C=CNC2=O,2.8858
66200,CC12CC1N=CNC2=O,1.2259
66201,CC12CC1N=COC2=O,2.4644
66202,CC12CN1C=NCC2=O,2.2965
66203,CC12NC1C=CCC2=O,2.692
66204,CC12NC1C=CNC2=O,2.8376
66205,CC12OC1C=CCC2=O,2.3196
66206,CC12OC1C=CNC2=O,3.222
66207,NC12CC1N=COC2=O,1.4574
66208,O=C1CC=CC2CC12O,2.8076
66209,O=C1NC=CC2CC12O,3.2827
66210,N=C1NC=NC2CC12O,3.6451
66211,O=C1NC=NC2CC12O,2.3868
66212,O=C1OC=NC2CC12O,1.6698
66213,CC12C=CCC=CC1C2,0.1251
66214,CC12CC1N=CNC=N2,2.2954
66215,CC12C=CCC=CC1N2,1.3989
66216,CC12C=CCC=CC1O2,1.5053
66217,OC12C=CCC=CC1C2,1.4577
66218,CC12CCCC=CC1C2,0.4118
66219,CC12CC1C=CCCO2,1.1452
66220,CC12COCC=CC1C2,1.3758
66221,CC12CCOC=NC1C2,2.2599
66222,CC12CC1N=COCO2,1.8379
66223,CC12CCCC=CC1N2,1.9055
66224,CC12CCCC=CC1O2,1.5537
66225,CC12COCC=CC1N2,1.2352
66226,CC12COCC=CC1O2,1.5723
66227,OC12CCCC=CC1C2,1.3046
66228,OC12COCC=CC1C2,0.3708
66229,OC12CCOC=NC1C2,2.8225
66230,CC12CC1CC(=O)C2=O,4.8295
66231,CC12CC1NC(=N)C2=O,5.5751
66232,CC12CC1NC(=O)C2=O,5.8228
66233,CC12CC1OC(=N)C2=O,4.6514
66234,CC12CC1OC(=O)C2=O,5.3603
66235,N#CC12C=CCC(C1)O2,4.9588
66236,N#CC12C=CCN(C1)C2,3.7891
66237,C#CC12CCCC(C1)C2,0.8545
66238,C#CC12CC(CCO1)C2,1.7957
66239,C#CC12COCC(C1)C2,1.2755
66240,C#CC12CCOC(C1)C2,0.7504
66241,C#CC12CC(C1)OCO2,1.5894
66242,CC12CN1CC(=O)C2=O,3.6029
66243,CC12NC1CC(=O)C2=O,5.5044
66244,CC12OC1CC(=O)C2=O,4.5511
66245,O=C1CC2CC2(O)C1=O,3.4282
66246,N=C1NC2CC2(O)C1=O,4.4742
66247,O=C1NC2CC2(O)C1=O,4.3683
66248,N=C1OC2CC2(O)C1=O,3.1969
66249,O=C1OC2CC2(O)C1=O,3.774
66250,CC12C=CC(=O)CC1C2,3.8305
66251,CC12C=CC(=O)NC1C2,4.3537
66252,CC12C=CC(=N)OC1C2,4.2651
66253,CC12C=CC(=O)OC1C2,5.0335
66254,CC12C=CC(=O)CN1C2,3.3554
66255,CC12C=CC(=O)CC1N2,4.726
66256,CC12C=CC(=O)CC1O2,3.8244
66257,O=C1C=CC2(O)CC2C1,3.5289
66258,O=C1C=CC2(O)CC2N1,4.3382
66259,N=C1C=CC2(O)CC2O1,4.6168
66260,O=C1C=CC2(O)CC2O1,5.1952
66261,CC12COC(=N)CC1C2,3.3697
66262,CC12CCC(=O)CC1C2,2.893
66263,CC12CC1CC(=O)CN2,2.9992
66264,CC12CC1CC(=O)CO2,2.492
66265,CC12CNC(=O)CC1C2,3.8216
66266,CC12COC(=O)CC1C2,4.5043
66267,CC12CCC(=O)NC1C2,3.8333
66268,CC12CC1NC(=O)CN2,3.9645
66269,CC12CC1NC(=O)CO2,3.6981
66270,CC12CNC(=O)NC1C2,4.0002
66271,CC12COC(=O)NC1C2,5.0256
66272,CC12CCC(=N)OC1C2,3.244
66273,CC12CC1OC(=N)CN2,3.4117
66274,CC12CC1OC(=N)CO2,2.9606
66275,CC12COC(=N)OC1C2,4.6431
66276,CC12CCC(=O)OC1C2,4.4572
66277,CC12CC1OC(=O)CN2,4.663
66278,CC12CC1OC(=O)CO2,3.8333
66279,CC12CNC(=O)OC1C2,5.0503
66280,CC12COC(=O)OC1C2,5.5344
66281,CC12CCC(=O)CC1N2,1.5567
66282,CC12CCC(=O)CC1O2,2.5935
66283,CC12COC(=N)CN1C2,3.0467
66284,CC12CCC(=O)CN1C2,2.7361
66285,CC12CNC(=O)CN1C2,4.2787
66286,CC12COC(=O)CN1C2,3.7481
66287,CC12CNC(=O)CC1N2,3.292
66288,CC12CNC(=O)CC1O2,4.4022
66289,CC12COC(=N)CC1N2,2.8473
66290,CC12COC(=N)CC1O2,2.3939
66291,CC12COC(=O)CC1N2,3.6941
66292,CC12COC(=O)CC1O2,3.1437
66293,N=C1CC2CC2(O)CO1,3.003
66294,O=C1CCC2(O)CC2C1,2.5441
66295,O=C1CC2CC2(O)CN1,2.3877
66296,O=C1CC2CC2(O)CO1,3.8132
66297,O=C1CCC2(O)CC2N1,3.784
66298,O=C1NCC2(O)CC2N1,3.976
66299,O=C1NC2CC2(O)CO1,4.6026
66300,N=C1CCC2(O)CC2O1,3.5718
66301,N=C1OCC2(O)CC2O1,4.7707
66302,O=C1CCC2(O)CC2O1,4.8558
